,pID,Budget,Overall Deadline,Budget Elapsed,Time Elapsed,Proportion Subdeadlines Met,Commits,Defect Fix Rate,Team Communication,Team Commitment,Team Morale,Project Planning,Top-Level Management Support,Average Team Experience,Team Size,Finance Success,Timescale Success,Team Success,Management Success,Code Success,Success
2,33,103599,103,0.21090937171208216,0.27184466019417475,0.0,73,0.9520958083832335,2.45,1.34,1.56,2.36,4.19,3.0,3,0,1,0,0,0,0
3,33,103599,103,1.3588934256122163,1.0776699029126213,0.0,471,0.9879781420765027,2.45,1.34,1.56,2.36,4.086497415781623,3.0,3,0,1,0,0,0,0
4,33,103599,103,0.9277792256682015,0.7961165048543689,0.0,335,0.9969788519637462,2.45,1.34,1.56,2.36,4.19,3.0,3,0,1,0,0,0,0
0,34,114829,148,2.4132928093077535,0.35135135135135137,1.0,1033,0.9852856318522792,1.76,3.78,1.17,4.73,2.3126806882667545,3.238095238095238,21,0,1,0,1,1,0
1,34,114829,148,1.3442510167292234,0.2702702702702703,0.0,581,0.9814907453726863,1.76,3.78,1.17,4.73,2.34061409060235,3.238095238095238,21,0,1,0,1,1,0
2,34,114829,148,0.09946093756803595,0.17567567567567569,0.0,40,0.4017094017094017,1.76,3.78,1.17,4.73,2.35,3.238095238095238,21,0,1,0,1,1,0
3,34,114829,148,3.212742425693858,0.41216216216216217,1.0,1385,0.9851605758582502,1.76,3.78,1.17,4.73,2.2919496246030593,3.238095238095238,21,0,1,0,1,1,0
4,34,114829,148,3.6568811014639158,0.44594594594594594,1.0,1577,0.9918683062276874,1.76,3.78,1.17,4.73,2.2805127730682515,3.238095238095238,21,0,1,0,1,1,0
0,35,464177,46,0.12173158084092922,1.5,0.0,205,0.9703389830508474,4.13,1.88,3.54,2.58,1.2411090720332434,3.5,2,0,0,0,0,0,0
1,35,464177,46,0.045174577801140516,0.8043478260869565,0.0,74,0.9233449477351916,4.13,1.88,3.54,2.58,1.27,3.5,2,0,0,0,0,0,0
2,35,464177,46,0.27044424863791183,2.8260869565217392,0.0,441,0.99867637326274,4.13,1.88,3.54,2.58,1.1676286210893425,3.5,2,0,0,0,0,0,0
3,35,464177,46,0.05512983193910943,0.8695652173913043,0.0,85,0.9965986394557823,4.13,1.88,3.54,2.58,1.27,3.5,2,0,0,0,0,0,0
4,35,464177,46,0.022553896466218706,0.5869565217391305,0.0,32,0.8382352941176471,4.13,1.88,3.54,2.58,1.27,3.5,2,0,0,0,0,0,0
0,36,112060,286,0.003783687310369445,0.02097902097902098,0.0,0,0.0,3.66,2.55,4.36,1.26,1.4,4.0,4,0,1,1,1,0,0
1,36,112060,286,3.4635909334285206,0.5734265734265734,1.0,1526,0.9961049610496105,3.66,2.55,4.36,1.26,1.2503402308094795,4.0,4,0,1,1,1,0,0
2,36,112060,286,0.000892379082634303,0.006993006993006993,0.0,0,0.0,3.66,2.55,4.36,1.26,1.4,4.0,4,0,1,1,1,0,0
3,36,112060,286,1.5970640728181331,0.2762237762237762,1.0,710,0.9912049252418645,3.66,2.55,4.36,1.26,1.3613246421279335,4.0,4,0,1,1,1,0,0
4,36,112060,286,1.3400588970194538,0.23426573426573427,1.0,595,0.9978343259339469,3.66,2.55,4.36,1.26,1.3777672185418957,4.0,4,0,1,1,1,0,0
0,37,290830,64,0.28123302272805417,0.5,0.0,505,0.9846055163566388,3.17,4.05,1.39,3.56,2.99,2.25,16,0,1,0,0,1,0
1,37,290830,64,0.4112058590929409,0.609375,0.0,736,0.97845756139595,3.17,4.05,1.39,3.56,2.99,2.25,16,0,1,0,0,1,0
2,37,290830,64,1.0065123955575421,1.109375,0.0,1794,0.9964979863421467,3.17,4.05,1.39,3.56,2.969132685454587,2.25,16,0,1,0,0,1,0
3,37,290830,64,1.6943300209744525,1.6875,0.0,3030,0.9938625204582652,3.17,4.05,1.39,3.56,2.8612293431093176,2.25,16,0,1,0,0,1,0
4,37,290830,64,2.354227555616683,2.234375,0.0,4183,0.993190305337922,3.17,4.05,1.39,3.56,2.7627701697033378,2.25,16,0,1,0,0,1,0
0,38,491528,252,1.0507722856073307,0.28174603174603174,1.0,2035,0.993144708961735,1.04,1.58,2.89,2.18,4.43666334555,2.9047619047619047,21,0,1,0,1,1,1
1,38,491528,252,0.07693966569554532,0.07539682539682539,0.0,139,0.8857589984350548,1.04,1.58,2.89,2.18,4.45,2.9047619047619047,21,0,1,0,1,1,1
2,38,491528,252,0.9949260265946193,0.2698412698412698,1.0,1926,0.9906701708278581,1.04,1.58,2.89,2.18,4.45,2.9047619047619047,21,0,1,0,1,1,1
3,38,491528,252,0.9003108673361436,0.25,1.0,1746,0.9882990867579908,1.04,1.58,2.89,2.18,4.45,2.9047619047619047,21,0,1,0,1,1,1
4,38,491528,252,0.9189262870070474,0.25396825396825395,1.0,1783,0.9908899789768746,1.04,1.58,2.89,2.18,4.45,2.9047619047619047,21,0,1,0,1,1,1
0,39,92084,168,5.190380522131966,0.5,1.0,2768,0.9913647456354421,2.18,1.93,4.85,1.81,1.9998865595085595,2.9285714285714284,14,0,1,1,1,1,0
1,39,92084,168,0.0017158246818122585,0.011904761904761904,0.0,0,0.0,2.18,1.93,4.85,1.81,2.13,2.9285714285714284,14,0,1,1,1,1,0
2,39,92084,168,2.238010946527084,0.23809523809523808,1.0,1184,0.990719736028047,2.18,1.93,4.85,1.81,2.08989217426117,2.9285714285714284,14,0,1,1,1,1,0
3,39,92084,168,4.255364667043135,0.4166666666666667,1.0,2260,0.9957913390187174,2.18,1.93,4.85,1.81,2.02809608414382,2.9285714285714284,14,0,1,1,1,1,0
4,39,92084,168,4.589298901003431,0.44642857142857145,1.0,2441,0.9938406931830045,2.18,1.93,4.85,1.81,2.01797586441312,2.9285714285714284,14,0,1,1,1,1,0
0,40,513872,34,0.7393144596319706,2.5294117647058822,0.0,1970,0.992157490396927,3.64,3.13,3.88,3.43,3.161182879927063,3.3636363636363638,11,1,1,1,0,1,1
1,40,513872,34,0.3502798362238067,1.5,0.0,945,0.9970257766027759,3.64,3.13,3.88,3.43,3.2738406235048347,3.3636363636363638,11,1,1,1,0,1,1
2,40,513872,34,0.0005799109505869166,0.17647058823529413,0.0,0,0.0,3.64,3.13,3.88,3.43,3.33,3.3636363636363638,11,1,1,1,0,1,1
3,40,513872,34,0.5051608182582433,1.911764705882353,0.0,1344,0.9985447489691972,3.64,3.13,3.88,3.43,3.2283035858650884,3.3636363636363638,11,1,1,1,0,1,1
4,40,513872,34,0.5159611732104493,1.9411764705882353,0.0,1375,0.9914651493598862,3.64,3.13,3.88,3.43,3.2250752822792235,3.3636363636363638,11,1,1,1,0,1,1
0,41,281249,230,0.3757168914378362,0.2608695652173913,0.0,720,0.9872965462485113,2.2,3.64,3.55,3.0,4.51,2.4285714285714284,7,1,1,1,1,1,1
1,41,281249,230,0.7701929606860825,0.44782608695652176,1.0,1502,0.9966196062835554,2.2,3.64,3.55,3.0,4.51,2.4285714285714284,7,1,1,1,1,1,1
2,41,281249,230,0.5212818534465901,0.33043478260869563,1.0,1021,0.9924768518518519,2.2,3.64,3.55,3.0,4.51,2.4285714285714284,7,1,1,1,1,1,1
3,41,281249,230,0.2215830100729247,0.18695652173913044,0.0,424,0.9833110814419226,2.2,3.64,3.55,3.0,4.51,2.4285714285714284,7,1,1,1,1,1,1
4,41,281249,230,0.15811611774619644,0.1565217391304348,0.0,297,0.9578754578754579,2.2,3.64,3.55,3.0,4.51,2.4285714285714284,7,1,1,1,1,1,1
0,42,188234,183,0.00045687814103721964,0.01092896174863388,0.0,0,0.0,4.42,1.43,1.25,3.7,4.65,2.25,4,0,1,0,0,1,1
1,42,188234,183,0.1745805752414548,0.22950819672131148,0.0,138,0.9819967266775778,4.42,1.43,1.25,3.7,4.65,2.25,4,0,1,0,0,1,1
2,42,188234,183,1.1219705260473665,0.9344262295081968,0.14285714285714285,939,0.9978139421909157,4.42,1.43,1.25,3.7,4.571579249038284,2.25,4,0,1,0,0,1,1
3,42,188234,183,0.13872095370655674,0.20218579234972678,0.0,111,0.9761904761904762,4.42,1.43,1.25,3.7,4.65,2.25,4,0,1,0,0,1,1
4,42,188234,183,0.20326827246937323,0.25136612021857924,0.0,164,0.9672364672364673,4.42,1.43,1.25,3.7,4.65,2.25,4,0,1,0,0,1,1
0,43,562087,239,0.38471624499410234,0.5690376569037657,0.3333333333333333,570,0.9910061832490163,4.45,2.76,1.23,4.95,1.79,4.333333333333333,3,1,1,0,1,1,1
1,43,562087,239,0.13824194475232482,0.28870292887029286,0.0,211,1.0,4.45,2.76,1.23,4.95,1.79,4.333333333333333,3,1,1,0,1,1,1
2,43,562087,239,0.16252644163625915,0.3179916317991632,0.0,249,0.9952324195470799,4.45,2.76,1.23,4.95,1.79,4.333333333333333,3,1,1,0,1,1,1
3,43,562087,239,0.030696315694901322,0.1589958158995816,0.0,43,0.9814814814814815,4.45,2.76,1.23,4.95,1.79,4.333333333333333,3,1,1,0,1,1,1
4,43,562087,239,0.2733829460563934,0.4435146443514644,0.5,406,0.9991941982272361,4.45,2.76,1.23,4.95,1.79,4.333333333333333,3,1,1,0,1,1,1
0,44,299393,212,0.9225967206982127,0.2358490566037736,1.0,929,0.9897858319604613,3.79,2.71,1.06,2.48,2.48,3.5,14,0,1,0,1,1,0
1,44,299393,212,1.6645646357797277,0.37735849056603776,1.0,1697,0.9912901469787697,3.79,2.71,1.06,2.48,2.413903269324522,3.5,14,0,1,0,1,1,0
2,44,299393,212,0.0025919109665222635,0.05188679245283019,0.0,0,0.0,3.79,2.71,1.06,2.48,2.48,3.5,14,0,1,0,1,1,0
3,44,299393,212,0.4524220673162031,0.14622641509433962,0.0,452,0.976240391334731,3.79,2.71,1.06,2.48,2.48,3.5,14,0,1,0,1,1,0
4,44,299393,212,0.7961174776965393,0.21226415094339623,1.0,806,0.9920814479638009,3.79,2.71,1.06,2.48,2.48,3.5,14,0,1,0,1,1,0
0,45,203352,168,0.5906064361304536,0.16071428571428573,0.0,568,0.9831730769230769,1.79,2.27,4.2,1.87,2.6,3.230769230769231,13,0,1,1,1,1,0
1,45,203352,168,0.34276033675596995,0.1130952380952381,0.0,326,0.9875195007800313,1.79,2.27,4.2,1.87,2.6,3.230769230769231,13,0,1,1,1,1,0
2,45,203352,168,0.0,0.0,0.0,0,0.0,1.79,2.27,4.2,1.87,2.6,3.230769230769231,13,0,1,1,1,1,0
3,45,203352,168,1.831636767772139,0.39880952380952384,1.0,1757,0.9897723523589574,1.79,2.27,4.2,1.87,2.530705040420868,3.230769230769231,13,0,1,1,1,1,0
4,45,203352,168,1.2102216845666627,0.27976190476190477,1.0,1161,0.9741233373639662,1.79,2.27,4.2,1.87,2.5818545090909453,3.230769230769231,13,0,1,1,1,1,0
0,46,229913,227,0.5004501702818023,0.23348017621145375,0.0,610,0.9955947136563876,3.98,2.74,3.83,3.71,2.98,3.2857142857142856,7,0,1,1,1,1,1
1,46,229913,227,0.530461522401952,0.2422907488986784,0.0,647,0.985081585081585,3.98,2.74,3.83,3.71,2.98,3.2857142857142856,7,0,1,1,1,1,1
2,46,229913,227,0.6663564043790478,0.28193832599118945,1.0,803,0.990909090909091,3.98,2.74,3.83,3.71,2.98,3.2857142857142856,7,0,1,1,1,1,1
3,46,229913,227,0.7113734325592724,0.29515418502202645,1.0,860,0.996900826446281,3.98,2.74,3.83,3.71,2.98,3.2857142857142856,7,0,1,1,1,1,1
4,46,229913,227,0.7864018128596469,0.31718061674008813,1.0,953,0.9808102345415778,3.98,2.74,3.83,3.71,2.98,3.2857142857142856,7,0,1,1,1,1,1
0,47,105024,19,0.007769652650822669,0.7368421052631579,0.0,0,0.0,2.51,3.41,3.33,3.44,2.41,3.1666666666666665,6,0,0,0,0,0,0
1,47,105024,19,1.0043894728823888,2.736842105263158,0.0,534,1.0,2.51,3.41,3.33,3.44,2.3317294290878796,3.1666666666666665,6,0,0,0,0,0,0
2,47,105024,19,0.08996039000609385,1.0,0.0,47,0.8933333333333333,2.51,3.41,3.33,3.44,2.41,3.1666666666666665,6,0,0,0,0,0,0
3,47,105024,19,0.0,0.0,0.0,0,0.0,2.51,3.41,3.33,3.44,2.41,3.1666666666666665,6,0,0,0,0,0,0
4,47,105024,19,0.9501161639244363,2.6315789473684212,0.0,506,0.9871959026888605,2.51,3.41,3.33,3.44,2.336399892472933,3.1666666666666665,6,0,0,0,0,0,0
0,48,552605,201,0.3208530505514789,0.6616915422885572,0.3333333333333333,784,0.995686274509804,2.15,3.48,3.19,4.31,4.67,3.3333333333333335,3,1,1,1,1,1,1
1,48,552605,201,0.2787633119497652,0.5870646766169154,0.0,672,0.9931941923774955,2.15,3.48,3.19,4.31,4.67,3.3333333333333335,3,1,1,1,1,1,1
2,48,552605,201,0.17061191990662408,0.40298507462686567,0.0,401,0.9949409780775716,2.15,3.48,3.19,4.31,4.67,3.3333333333333335,3,1,1,1,1,1,1
3,48,552605,201,0.00025877435057590866,0.009950248756218905,0.0,0,0.0,2.15,3.48,3.19,4.31,4.67,3.3333333333333335,3,1,1,1,1,1,1
4,48,552605,201,0.35071162946408374,0.7164179104477612,0.3333333333333333,866,0.9863349684653119,2.15,3.48,3.19,4.31,4.67,3.3333333333333335,3,1,1,1,1,1,1
0,49,198692,11,0.22923419161315,2.090909090909091,0.0,404,0.9599395313681028,1.1,4.21,3.95,2.35,3.8435758861224727,2.5,12,0,0,0,0,0,0
1,49,198692,11,0.0019376723773478549,0.8181818181818182,0.0,0,0.0,1.1,4.21,3.95,2.35,3.89,2.5,12,0,0,0,0,0,0
2,49,198692,11,0.31982666639824453,2.4545454545454546,0.0,557,0.9841356673960613,1.1,4.21,3.95,2.35,3.8282246286628396,2.5,12,0,0,0,0,0,0
3,49,198692,11,0.25188231030942365,2.1818181818181817,0.0,444,0.9527777777777777,1.1,4.21,3.95,2.35,3.83973231023635,2.5,12,0,0,0,0,0,0
4,49,198692,11,0.025401123346687336,1.2727272727272727,0.0,41,0.60431654676259,1.1,4.21,3.95,2.35,3.8783416661100003,2.5,12,0,0,0,0,0,0
0,50,318789,285,1.2145462986489497,0.22807017543859648,1.0,1762,0.9838709677419355,4.92,3.65,1.74,4.96,4.935314196223845,2.8076923076923075,26,0,1,1,1,1,1
1,50,318789,285,0.3155786429268262,0.1368421052631579,0.0,452,0.9485111662531017,4.92,3.65,1.74,4.96,4.97,2.8076923076923075,26,0,1,1,1,1,1
2,50,318789,285,1.4549874681999693,0.25263157894736843,1.0,2123,0.9906361883778574,4.92,3.65,1.74,4.96,4.900870465885033,2.8076923076923075,26,0,1,1,1,1,1
3,50,318789,285,0.0009159663601943605,0.014035087719298246,0.0,0,0.0,4.92,3.65,1.74,4.96,4.97,2.8076923076923075,26,0,1,1,1,1,1
4,50,318789,285,0.9727845063662799,0.20350877192982456,1.0,1411,0.9697946033024567,4.92,3.65,1.74,4.96,4.97,2.8076923076923075,26,0,1,1,1,1,1
0,51,573135,199,0.7641341045303462,1.120603015075377,0.0,1350,0.998545001039285,1.35,2.38,1.66,1.78,2.372345787398221,3.25,4,0,1,0,0,0,0
1,51,573135,199,0.8226822650858873,1.2060301507537687,0.0,1457,0.9971198156682027,1.35,2.38,1.66,1.78,2.3323369404759347,3.25,4,0,1,0,0,0,0
2,51,573135,199,0.8334511066328177,1.221105527638191,0.0,1475,0.9994286802513807,1.35,2.38,1.66,1.78,2.325346924332991,3.25,4,0,1,0,0,0,0
3,51,573135,199,0.47166548893367183,0.7135678391959799,0.0,826,1.0,1.35,2.38,1.66,1.78,2.43,3.25,4,0,1,0,0,0,0
4,51,573135,199,0.478470168459438,0.7236180904522613,0.0,840,0.9941916747337851,1.35,2.38,1.66,1.78,2.43,3.25,4,0,1,0,0,0,0
0,52,515859,205,0.23568455721427756,0.4682926829268293,0.0,389,0.994733762434172,2.72,1.33,3.65,4.47,4.2,3.0,4,1,1,0,1,1,1
1,52,515859,205,0.16814866077746052,0.375609756097561,0.0,275,0.99528672427337,2.72,1.33,3.65,4.47,4.2,3.0,4,1,1,0,1,1,1
2,52,515859,205,0.3543216266460409,0.6341463414634146,0.3333333333333333,596,0.9934156378600824,2.72,1.33,3.65,4.47,4.2,3.0,4,1,1,0,1,1,1
3,52,515859,205,0.2740671385010245,0.5219512195121951,0.0,453,0.9946949602122016,2.72,1.33,3.65,4.47,4.2,3.0,4,1,1,0,1,1,1
4,52,515859,205,0.4266979930562421,0.7317073170731707,0.5,719,0.9961898164184274,2.72,1.33,3.65,4.47,4.2,3.0,4,1,1,0,1,1,1
0,53,144293,90,1.6974558710401753,0.4444444444444444,0.0,1890,0.9841470005404431,3.34,4.34,4.16,1.89,2.0490174564329644,2.9375,16,0,1,1,0,1,0
1,53,144293,90,1.1546367460652978,0.32222222222222224,0.0,1271,0.9784351672656898,3.34,4.34,4.16,1.89,2.07169247168208,2.9375,16,0,1,1,0,1,0
2,53,144293,90,0.5400677787557262,0.18888888888888888,0.0,612,0.9679109364767517,3.34,4.34,4.16,1.89,2.08,2.9375,16,0,1,1,0,1,0
3,53,144293,90,0.0026196696998468396,0.06666666666666667,0.0,0,0.0,3.34,4.34,4.16,1.89,2.08,2.9375,16,0,1,1,0,1,0
4,53,144293,90,0.0,0.0,0.0,0,0.0,3.34,4.34,4.16,1.89,2.08,2.9375,16,0,1,1,0,1,0
0,54,565010,96,0.5933611794481514,1.4583333333333333,0.0,2272,0.9887640449438202,4.1,4.98,3.94,4.08,4.583708546318944,3.1666666666666665,6,1,1,1,0,1,1
1,54,565010,96,0.038263039592219605,0.34375,0.0,150,0.9836601307189542,4.1,4.98,3.94,4.08,4.79,3.1666666666666665,6,1,1,1,0,1,1
2,54,565010,96,0.6034494964690891,1.4791666666666667,0.0,2311,0.9980973521484066,4.1,4.98,3.94,4.08,4.574545712934853,3.1666666666666665,6,1,1,1,0,1,1
3,54,565010,96,0.38142156775986263,1.0520833333333333,0.0,1483,0.9897360703812317,4.1,4.98,3.94,4.08,4.766097852123946,3.1666666666666665,6,1,1,1,0,1,1
4,54,565010,96,0.0026813684713544892,0.2604166666666667,0.0,0,0.0,4.1,4.98,3.94,4.08,4.79,3.1666666666666665,6,1,1,1,0,1,1
0,55,472210,115,0.39232544842337097,1.2521739130434784,0.0,628,0.9973977695167286,3.45,1.02,4.49,3.65,2.5547882321340505,3.3333333333333335,3,1,1,1,0,1,1
1,55,472210,115,0.3175811609241651,1.0521739130434782,0.0,505,0.9890760127446518,3.45,1.02,4.49,3.65,2.614259397439434,3.3333333333333335,3,1,1,1,0,1,1
2,55,472210,115,0.4231528345439529,1.3304347826086957,0.0,676,0.9989715461090161,3.45,1.02,4.49,3.65,2.5318868961405707,3.3333333333333335,3,1,1,1,0,1,1
3,55,472210,115,0.001984286652125114,0.16521739130434782,0.0,0,0.0,3.45,1.02,4.49,3.65,2.63,3.3333333333333335,3,1,1,1,0,1,1
4,55,472210,115,0.0018148705025306537,0.14782608695652175,0.0,0,0.0,3.45,1.02,4.49,3.65,2.63,3.3333333333333335,3,1,1,1,0,1,1
0,56,491359,51,0.7571775422857829,1.1176470588235294,0.0,1545,0.9806576402321083,3.78,2.68,2.0,3.66,2.3061147536347857,3.25,20,0,1,0,0,1,1
1,56,491359,51,0.20042168760519294,0.5686274509803921,0.0,407,0.9309327036599764,3.78,2.68,2.0,3.66,2.32,3.25,20,0,1,0,0,1,1
2,56,491359,51,1.0157807224452997,1.3725490196078431,0.0,2079,0.9898353614889048,3.78,2.68,2.0,3.66,2.2763144808854054,3.25,20,0,1,0,0,1,1
3,56,491359,51,0.4793765861620526,0.8431372549019608,0.0,980,0.985414235705951,3.78,2.68,2.0,3.66,2.32,3.25,20,0,1,0,0,1,1
4,56,491359,51,0.0012536658532763213,0.23529411764705882,0.0,0,0.0,3.78,2.68,2.0,3.66,2.32,3.25,20,0,1,0,0,1,1
0,57,99208,164,3.0761833723086847,1.4634146341463414,0.0,1607,0.9982314796620161,1.58,4.1,2.12,1.09,3.4625833163522697,2.6666666666666665,3,0,1,0,0,0,0
1,57,99208,164,0.3337029271832917,0.17682926829268292,0.0,153,0.9783037475345168,1.58,4.1,2.12,1.09,4.08,2.6666666666666665,3,0,1,0,0,0,0
2,57,99208,164,2.0662345778566245,0.9817073170731707,0.0,1054,0.9997070026369763,1.58,4.1,2.12,1.09,3.7473707474570657,2.6666666666666665,3,0,1,0,0,0,0
3,57,99208,164,2.279745585033465,1.0853658536585367,0.0,1172,0.9979123173277662,1.58,4.1,2.12,1.09,3.6841725478554417,2.6666666666666665,3,0,1,0,0,0,0
4,57,99208,164,0.8969941940166115,0.43902439024390244,0.0,447,0.9888190076869322,1.58,4.1,2.12,1.09,4.08,2.6666666666666665,3,0,1,0,0,0,0
0,58,536525,237,0.3101160244163832,0.8016877637130801,0.375,1071,0.9997353096876654,3.37,3.08,1.79,1.59,1.13,2.0,3,1,1,0,0,0,1
1,58,536525,237,0.22840687759191092,0.5991561181434599,0.0,785,0.998551774076756,3.37,3.08,1.79,1.59,1.13,2.0,3,1,1,0,0,0,1
2,58,536525,237,0.1993923861889008,0.5274261603375527,0.0,683,0.9975318798848211,3.37,3.08,1.79,1.59,1.13,2.0,3,1,1,0,0,0,1
3,58,536525,237,0.15547271795349704,0.4177215189873418,0.0,530,0.9941551540913921,3.37,3.08,1.79,1.59,1.13,2.0,3,1,1,0,0,0,1
4,58,536525,237,0.30172871720795863,0.7805907172995781,0.2857142857142857,1041,0.9975510204081632,3.37,3.08,1.79,1.59,1.13,2.0,3,1,1,0,0,0,1
0,59,61706,174,4.106877775256863,0.39655172413793105,0.5,1180,0.9885057471264368,2.32,4.76,2.21,2.37,3.4675646288615467,3.3333333333333335,9,0,1,1,1,1,0
1,59,61706,174,3.6673905292840243,0.3620689655172414,0.5,1051,0.9945130315500685,2.32,4.76,2.21,2.37,3.4884430301133307,3.3333333333333335,9,0,1,1,1,1,0
2,59,61706,174,5.3126114154215145,0.4885057471264368,0.6666666666666666,1523,0.9879097884212974,2.32,4.76,2.21,2.37,3.4124977670148824,3.3333333333333335,9,0,1,1,1,1,0
3,59,61706,174,2.8651994943765597,0.2988505747126437,0.0,822,0.9847122302158273,2.32,4.76,2.21,2.37,3.527047141881707,3.3333333333333335,9,0,1,1,1,1,0
4,59,61706,174,6.744562927430072,0.5977011494252874,0.75,1927,0.990139534883721,2.32,4.76,2.21,2.37,3.348240553036676,3.3333333333333335,9,0,1,1,1,1,0
0,60,496267,38,0.27982517475471874,0.7631578947368421,0.0,677,0.9686003193187865,4.97,4.5,1.73,1.24,1.08,2.8125,16,0,0,0,0,0,0
1,60,496267,38,0.6507746837891699,1.4736842105263157,0.0,1603,0.9912771192127041,4.97,4.5,1.73,1.24,1.0607243620155666,2.8125,16,0,0,0,0,0,0
2,60,496267,38,0.6779777821213178,1.5263157894736843,0.0,1675,0.9942467504794374,4.97,4.5,1.73,1.24,1.0586039740158975,2.8125,16,0,0,0,0,0,0
3,60,496267,38,0.7600686727104563,1.6842105263157894,0.0,1879,0.991101855357819,4.97,4.5,1.73,1.24,1.0522682080752053,2.8125,16,0,0,0,0,0,0
4,60,496267,38,0.02850078687480731,0.2894736842105263,0.0,66,0.7857142857142857,4.97,4.5,1.73,1.24,1.08,2.8125,16,0,0,0,0,0,0
0,61,96813,298,0.0005577763316909919,0.003355704697986577,0.0,0,0.0,3.74,3.14,3.72,4.98,1.3,3.269230769230769,26,0,0,0,0,0,0
1,61,96813,298,0.012209104149236157,0.07046979865771812,0.0,0,0.0,3.74,3.14,3.72,4.98,1.3,3.269230769230769,26,0,0,0,0,0,0
2,61,96813,298,0.0008160061148812659,0.006711409395973154,0.0,0,0.0,3.74,3.14,3.72,4.98,1.3,3.269230769230769,26,0,0,0,0,0,0
3,61,96813,298,0.0030471114416452338,0.016778523489932886,0.0,0,0.0,3.74,3.14,3.72,4.98,1.3,3.269230769230769,26,0,0,0,0,0,0
4,61,96813,298,0.010039973970437854,0.05704697986577181,0.0,0,0.0,3.74,3.14,3.72,4.98,1.3,3.269230769230769,26,0,0,0,0,0,0
0,62,503882,146,0.1281569891363454,0.3219178082191781,0.0,131,0.9690402476780186,1.44,1.53,1.92,1.97,4.71,5.0,2,1,1,0,0,0,1
1,62,503882,146,0.619357309846353,1.417808219178082,0.0,651,0.9928298279158699,1.44,1.53,1.92,1.97,4.43114221727605,5.0,2,1,1,0,0,0,1
2,62,503882,146,0.7660920612365594,1.7534246575342465,0.0,815,0.9996165644171779,1.44,1.53,1.92,1.97,4.219146562977432,5.0,2,1,1,0,0,0,1
3,62,503882,146,0.7452538491154675,1.7054794520547945,0.0,794,0.9964580873671782,1.44,1.53,1.92,1.97,4.248799080318322,5.0,2,1,1,0,0,0,1
4,62,503882,146,0.7869302733576512,1.8013698630136987,0.0,841,0.9996271439224459,1.44,1.53,1.92,1.97,4.189700991591864,5.0,2,1,1,0,0,0,1
0,63,124760,88,0.20146681628727156,0.2840909090909091,0.0,88,0.9104046242774566,4.41,2.07,2.41,2.7,3.16,2.875,8,0,1,0,0,1,0
1,63,124760,88,0.00789515870471305,0.20454545454545456,0.0,0,0.0,4.41,2.07,2.41,2.7,3.16,2.875,8,0,1,0,0,1,0
2,63,124760,88,0.8954151971785829,0.5681818181818182,0.0,419,0.9826509368494102,4.41,2.07,2.41,2.7,3.16,2.875,8,0,1,0,0,1,0
3,63,124760,88,0.0058512343699903815,0.14772727272727273,0.0,0,0.0,4.41,2.07,2.41,2.7,3.16,2.875,8,0,1,0,0,1,0
4,63,124760,88,2.2026851554985574,1.1022727272727273,0.0,1050,0.9973118279569892,4.41,2.07,2.41,2.7,3.023907934523563,2.875,8,0,1,0,0,1,0
0,64,125665,262,5.857613496200215,0.5916030534351145,0.8333333333333334,2648,0.992989576607324,1.8,1.81,1.18,1.31,2.183996836972864,2.75,12,0,1,0,1,0,0
1,64,125665,262,0.7496916404726853,0.09923664122137404,0.0,332,0.9648842777334398,1.8,1.81,1.18,1.31,2.47,2.75,12,0,1,0,1,0,0
2,64,125665,262,4.866398758604226,0.4961832061068702,0.8333333333333334,2211,0.9933525371150012,1.8,1.81,1.18,1.31,2.239312990037948,2.75,12,0,1,0,1,0,0
3,64,125665,262,5.660661281979867,0.5725190839694656,0.8333333333333334,2560,0.9958784625706891,1.8,1.81,1.18,1.31,2.194949657703328,2.75,12,0,1,0,1,0,0
4,64,125665,262,8.14203636653006,0.8091603053435115,0.9,3671,0.9978174873823489,1.8,1.81,1.18,1.31,2.062931626104412,2.75,12,0,1,0,1,0,0
0,65,332352,36,2.0693090458309262,2.861111111111111,0.0,2238,0.9951813034574147,4.02,1.66,2.08,1.38,3.020579241705748,3.4285714285714284,14,0,0,0,0,0,0
1,65,332352,36,0.0004483198536491431,0.1111111111111111,0.0,0,0.0,4.02,1.66,2.08,1.38,3.23,3.4285714285714284,14,0,0,0,0,0,0
2,65,332352,36,1.1897927498555747,1.75,0.0,1278,0.9904862579281184,4.02,1.66,2.08,1.38,3.143914338676695,3.4285714285714284,14,0,0,0,0,0,0
3,65,332352,36,0.15270255632582322,0.4444444444444444,0.0,166,0.9776247848537005,4.02,1.66,2.08,1.38,3.23,3.4285714285714284,14,0,0,0,0,0,0
4,65,332352,36,1.6014045349508954,2.2777777777777777,0.0,1728,0.9936835618548759,4.02,1.66,2.08,1.38,3.0847145412900967,3.4285714285714284,14,0,0,0,0,0,0
0,66,558083,128,0.002024788427527805,0.171875,0.0,0,0.0,3.3,3.71,4.03,5.0,3.81,3.0,8,1,1,1,1,1,1
1,66,558083,128,0.08163660244085558,0.34375,0.0,266,0.9528907922912205,3.3,3.71,4.03,5.0,3.81,3.0,8,1,1,1,1,1,1
2,66,558083,128,0.015879358446682663,0.265625,0.0,45,0.61875,3.3,3.71,4.03,5.0,3.81,3.0,8,1,1,1,1,1,1
